,sigla_uf,populacao_atendida_agua,indice_consumo_agua_per_capita
118231,PA,90232,320.7
118303,AM,57195,107.6
118304,MG,2210,147.4
118305,MT,4950,363.6
118306,PA,2703,126.2
118307,PA,29100,465.8
118309,SC,2488,157.4
118391,MA,30868,209.5
118392,PA,2553,105.9
118461,MA,665,121.4
118462,MA,3050,120.5
118463,PA,4370,152.5
118464,PA,3180,195.5
118466,PI,8186,200.8
118536,AM,4178,89.7
118537,MA,1509,171.0
118604,AM,2167,142.2
118605,MA,2345,245.9
118606,MA,10072,140.0
118607,RO,1799,142.5
118687,MA,6590,120.6
118688,PA,12031,129.7
118766,AM,32000,56.6
118767,AM,9000,290.1
118768,MA,10230,117.2
118769,MA,591,46.4
118770,MG,5000,411.0
118771,PA,17685,59.4
118836,MA,996,195.3
118837,PI,6220,591.7
118909,AM,23818,44.0
118910,MA,9948,505.6
118911,PA,24383,126.1
118983,PA,6380,123.7
118984,PA,9000,109.2
118985,PB,12500,67.3
118986,PI,3800,92.5
118987,PI,7700,284.7
119039,MA,7629,166.6
119040,MG,2261,569.8
119041,PA,10530,163.9
119042,PA,22000,112.1
119043,PA,3145,167.8
119044,PA,18533,377.0
119045,PA,12192,142.5
119046,PA,11466,158.3
119047,PI,4658,123.5
119048,RO,9000,265.5
119117,AM,10162,210.3
119118,PA,16672,32.8
119119,PI,5400,80.3
119182,PA,7504,174.9
119183,PA,51756,127.7
119184,PA,10962,145.0
119185,PA,23845,202.7
119186,PI,2050,533.2
119250,AL,3200,117.2
119251,AM,30805,392.4
119252,MA,4678,187.4
119253,PA,10000,54.0
119255,RS,2800,278.9
